date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-08-11,37,27,0.0,13.7,8,45,11:58 PM,01:01 PM,05:50 AM,07:17 PM,19,34,34,32,25,5,49,0.0,1013,37,10,190,20,76019
2020-08-12,38,28,0.0,13.7,8,38,No moonrise,01:57 PM,05:50 AM,07:16 PM,20,36,36,33,22,15,49,0.1,1013,38,10,180,17,76019
2020-08-13,40,29,0.0,13.6,9,30,12:34 AM,02:55 PM,05:51 AM,07:15 PM,19,37,37,35,24,7,43,0.0,1011,40,10,194,18,76019
2020-08-14,42,29,0.0,13.6,9,23,01:17 AM,03:54 PM,05:52 AM,07:14 PM,17,37,37,35,29,4,36,0.0,1009,42,10,202,21,76019
2020-08-15,40,32,0.0,13.6,9,16,02:06 AM,04:51 PM,05:53 AM,07:13 PM,19,38,38,35,15,4,39,0.0,1010,40,10,142,12,76019
2020-08-16,40,30,0.0,13.6,9,8,03:02 AM,05:45 PM,05:53 AM,07:12 PM,19,38,38,35,17,14,42,0.2,1013,40,10,127,13,76019
2020-08-17,34,27,0.0,10.9,7,1,04:05 AM,06:35 PM,05:54 AM,07:11 PM,18,33,33,31,12,53,47,15.1,1017,34,9,120,8,76019
2020-08-18,37,28,0.0,13.6,8,0,05:12 AM,07:20 PM,05:54 AM,07:10 PM,14,33,33,33,9,9,34,0.0,1015,37,10,145,8,76019
2020-08-19,35,26,0.0,13.5,8,0,06:21 AM,08:00 PM,05:55 AM,07:08 PM,13,30,30,30,14,7,36,0.0,1013,35,10,51,11,76019
2020-08-20,34,26,0.0,13.5,8,6,07:31 AM,08:37 PM,05:56 AM,07:07 PM,15,30,30,30,14,4,42,0.0,1011,34,10,122,12,76019
2020-08-21,35,25,0.0,13.5,8,13,08:39 AM,09:13 PM,05:56 AM,07:06 PM,14,30,30,30,15,16,39,0.3,1009,35,10,130,12,76019
2020-08-22,34,26,0.0,12.1,7,20,09:48 AM,09:48 PM,05:57 AM,07:05 PM,17,31,31,30,18,44,49,5.7,1010,34,10,164,13,76019
2020-08-23,36,27,0.0,13.5,8,28,10:55 AM,10:24 PM,05:58 AM,07:04 PM,17,32,32,31,16,12,44,0.0,1013,36,10,161,12,76019
2020-08-24,36,27,0.0,13.4,8,35,12:03 PM,11:03 PM,05:58 AM,07:02 PM,15,32,32,31,15,8,38,0.0,1014,36,10,119,12,76019
2020-08-25,36,27,0.0,13.4,8,42,01:10 PM,11:46 PM,05:59 AM,07:01 PM,17,32,32,31,17,14,43,0.0,1014,36,10,105,13,76019
2020-08-26,35,28,0.0,13.0,8,50,02:16 PM,No moonset,06:00 AM,07:00 PM,20,34,34,32,12,38,53,0.2,1010,35,10,91,9,76019
2020-08-27,35,28,0.0,12.6,8,57,03:18 PM,12:33 AM,06:00 AM,06:59 PM,20,34,34,31,14,36,53,2.7,1008,35,10,62,12,76019
2020-08-28,39,27,0.0,11.6,8,64,04:15 PM,01:26 AM,06:01 AM,06:57 PM,20,35,35,33,20,24,50,2.0,1007,39,10,190,15,76019
2020-08-29,40,29,0.0,11.6,8,71,05:06 PM,02:23 AM,06:02 AM,06:56 PM,20,38,38,34,24,8,46,0.0,1008,40,10,190,18,76019
2020-08-30,39,30,0.0,11.6,7,79,05:50 PM,03:22 AM,06:02 AM,06:55 PM,19,36,36,34,23,43,46,1.3,1005,39,10,212,17,76019
2020-08-31,38,29,0.0,11.6,8,82,06:28 PM,04:22 AM,06:03 AM,06:54 PM,20,36,36,33,27,34,49,0.8,1006,38,9,187,21,76019
2020-09-01,29,21,0.0,6.2,6,97,07:02 PM,05:21 AM,06:03 AM,06:52 PM,23,31,31,27,28,78,75,96.0,1009,29,5,176,14,76019
2020-09-02,25,20,0.0,6.2,5,100,07:33 PM,06:18 AM,06:04 AM,06:51 PM,22,27,27,24,36,76,83,73.1,1010,25,7,150,21,76019
2020-09-03,34,23,0.0,7.6,6,88,08:02 PM,07:15 AM,06:05 AM,06:50 PM,22,32,32,29,18,71,67,9.9,1011,34,9,228,13,76019
2020-09-04,34,26,0.0,11.6,7,81,08:29 PM,08:09 AM,06:05 AM,06:48 PM,20,32,32,29,13,43,59,0.7,1018,34,10,176,10,76019
2020-09-05,33,26,0.0,8.9,6,73,08:57 PM,09:03 AM,06:06 AM,06:47 PM,19,30,30,29,14,37,57,0.8,1022,33,10,126,11,76019
2020-09-06,34,26,0.0,11.6,8,66,09:26 PM,09:57 AM,06:07 AM,06:46 PM,20,32,32,30,15,25,58,0.4,1019,34,10,173,12,76019
2020-09-07,33,26,0.0,11.6,8,58,09:56 PM,10:52 AM,06:07 AM,06:44 PM,20,32,32,29,22,11,58,0.0,1012,33,10,185,16,76019
2020-09-08,32,25,0.0,10.2,6,50,10:30 PM,11:48 AM,06:08 AM,06:43 PM,21,31,31,28,29,59,64,3.3,1008,32,10,169,22,76019
2020-09-09,25,16,0.0,8.9,5,43,11:10 PM,12:44 PM,06:09 AM,06:42 PM,20,26,26,23,20,66,76,7.3,1013,25,9,173,15,76019
2020-09-10,26,25,0.0,7.5,6,35,11:55 PM,01:42 PM,06:09 AM,06:40 PM,20,28,28,26,14,69,71,14.8,1020,26,9,71,9,76019
2020-09-11,29,21,0.0,10.2,6,28,No moonrise,02:38 PM,06:10 AM,06:39 PM,19,27,27,25,15,48,71,0.0,1019,29,10,223,13,76019
2020-09-12,33,24,0.0,11.6,7,20,12:47 AM,03:33 PM,06:10 AM,06:38 PM,20,30,30,28,7,30,61,0.0,1014,33,10,214,6,76019
2020-09-13,32,26,0.0,11.6,7,13,01:46 AM,04:23 PM,06:11 AM,06:36 PM,19,30,30,29,16,11,57,0.0,1015,32,10,39,12,76019
2020-09-14,30,24,0.0,11.6,7,5,02:50 AM,05:10 PM,06:12 AM,06:35 PM,18,28,28,27,23,25,57,0.0,1018,30,10,36,18,76019
2020-09-15,29,24,0.0,6.1,6,0,03:58 AM,05:53 PM,06:12 AM,06:34 PM,20,29,29,27,16,72,68,0.0,1017,29,10,37,13,76019
2020-09-16,31,25,0.0,7.5,6,0,05:08 AM,06:31 PM,06:13 AM,06:32 PM,20,30,30,28,14,49,62,3.7,1014,31,10,15,11,76019
2020-09-17,31,25,0.0,8.8,6,0,06:18 AM,07:08 PM,06:14 AM,06:31 PM,18,29,29,28,18,34,57,3.9,1015,31,10,34,13,76019
2020-09-18,30,23,0.0,11.6,7,2,07:28 AM,07:44 PM,06:14 AM,06:29 PM,17,28,28,26,18,39,57,0.3,1018,30,10,41,14,76019
2020-09-19,29,21,0.0,11.6,6,10,08:38 AM,08:20 PM,06:15 AM,06:28 PM,13,25,25,25,18,0,49,0.0,1020,29,10,71,15,76019
2020-09-20,29,21,0.0,11.6,6,17,09:49 AM,08:59 PM,06:15 AM,06:27 PM,13,25,25,24,17,1,50,0.0,1020,29,10,72,14,76019
2020-09-21,23,20,0.0,6.0,5,25,10:59 AM,09:42 PM,06:16 AM,06:25 PM,16,24,24,22,20,77,67,1.7,1019,23,9,76,16,76019
2020-09-22,22,19,0.0,6.0,5,32,12:08 PM,10:29 PM,06:17 AM,06:24 PM,18,21,22,21,15,100,86,15.0,1016,22,9,59,11,76019
2020-09-23,24,21,0.0,6.0,5,40,01:13 PM,11:22 PM,06:17 AM,06:23 PM,18,24,24,22,13,88,77,0.2,1015,24,10,50,11,76019
2020-09-24,30,21,0.0,11.6,6,47,02:12 PM,No moonset,06:18 AM,06:21 PM,17,26,26,24,10,25,65,0.0,1013,30,10,34,8,76019
2020-09-25,31,22,0.0,11.6,7,55,03:05 PM,12:17 AM,06:19 AM,06:20 PM,18,27,27,26,15,0,63,0.0,1014,31,10,176,13,76019
2020-09-26,30,22,0.0,11.6,7,62,03:51 PM,01:17 AM,06:19 AM,06:19 PM,17,27,27,25,24,0,60,0.0,1011,30,10,174,18,76019
2020-09-27,31,22,0.0,8.8,6,70,04:30 PM,02:16 AM,06:20 AM,06:17 PM,19,29,29,26,35,20,67,0.0,1006,31,10,183,26,76019
2020-09-28,24,20,0.0,11.6,5,78,05:05 PM,03:15 AM,06:21 AM,06:16 PM,8,22,23,22,35,28,43,0.8,1016,24,9,127,27,76019
2020-09-29,25,19,0.0,11.6,6,85,05:36 PM,04:12 AM,06:21 AM,06:15 PM,3,21,21,21,18,0,30,0.0,1021,25,10,284,15,76019
2020-09-30,33,20,0.0,11.6,7,93,06:04 PM,05:08 AM,06:22 AM,06:13 PM,5,25,25,26,16,0,27,0.0,1017,33,10,218,12,76019
2020-10-01,29,23,0.0,11.6,7,97,06:32 PM,06:03 AM,06:23 AM,06:12 PM,10,26,26,26,17,2,38,0.0,1020,29,10,84,13,76019
2020-10-02,25,18,0.0,11.6,6,100,06:59 PM,06:57 AM,06:23 AM,06:11 PM,5,21,21,21,20,6,34,0.0,1022,25,10,99,15,76019
2020-10-03,27,17,0.0,11.6,6,89,07:27 PM,07:51 AM,06:24 AM,06:10 PM,10,22,22,22,30,4,49,0.0,1017,27,10,178,21,76019
2020-10-04,28,21,0.0,11.6,7,82,07:57 PM,08:45 AM,06:25 AM,06:08 PM,12,25,25,24,17,9,49,0.0,1020,28,10,152,13,76019
2020-10-05,26,19,0.0,11.6,6,74,08:30 PM,09:41 AM,06:25 AM,06:07 PM,10,23,23,22,15,2,48,0.0,1020,26,10,119,12,76019
2020-10-06,31,19,0.0,11.6,7,67,09:07 PM,10:37 AM,06:26 AM,06:06 PM,13,25,25,24,14,2,50,0.0,1017,31,10,167,11,76019
2020-10-07,32,21,0.0,11.6,7,60,09:49 PM,11:34 AM,06:27 AM,06:04 PM,15,27,27,26,14,3,52,0.0,1016,32,10,160,11,76019
2020-10-08,32,23,0.0,11.6,7,53,10:37 PM,12:29 PM,06:28 AM,06:03 PM,13,27,27,26,12,3,43,0.0,1015,32,10,134,9,76019
2020-10-09,25,22,0.0,5.9,5,45,11:32 PM,01:24 PM,06:28 AM,06:02 PM,20,26,26,24,12,49,78,0.1,1012,25,10,109,10,76019
2020-10-10,34,23,0.0,11.6,7,38,No moonrise,02:15 PM,06:29 AM,06:01 PM,19,30,30,28,7,1,60,0.0,1009,34,10,191,6,76019
2020-10-11,34,24,0.0,11.6,7,31,12:31 AM,03:02 PM,06:30 AM,06:00 PM,16,29,29,29,23,2,49,0.0,1008,34,10,167,16,76019
2020-10-12,27,23,0.0,8.7,7,23,01:37 AM,03:45 PM,06:30 AM,05:58 PM,7,26,26,26,31,0,30,0.0,1014,27,10,76,22,76019
2020-10-13,30,21,0.0,8.7,7,16,02:44 AM,04:24 PM,06:31 AM,05:57 PM,6,25,25,25,11,2,31,0.0,1019,30,10,118,9,76019
2020-10-14,29,18,0.0,8.7,6,9,03:53 AM,05:01 PM,06:32 AM,05:56 PM,11,24,24,23,25,0,47,0.0,1014,29,10,177,18,76019
2020-10-15,25,19,0.0,5.7,5,2,05:03 AM,05:37 PM,06:33 AM,05:55 PM,12,24,24,23,35,38,53,0.0,1012,25,10,116,26,76019
2020-10-16,23,18,0.0,8.7,6,0,06:13 AM,06:13 PM,06:33 AM,05:54 PM,4,20,20,20,23,19,35,0.0,1024,23,10,66,19,76019
2020-10-17,25,14,0.0,8.7,4,0,07:25 AM,06:51 PM,06:34 AM,05:53 PM,8,19,20,19,32,33,49,0.0,1018,25,10,176,24,76019
2020-10-18,29,22,0.0,7.2,6,5,08:38 AM,07:33 PM,06:35 AM,05:51 PM,18,27,27,25,36,53,66,0.2,1013,29,10,189,27,76019
2020-10-19,26,17,0.0,7.2,5,13,09:50 AM,08:20 PM,06:36 AM,05:50 PM,14,21,22,21,13,51,61,0.0,1016,26,10,241,10,76019
2020-10-20,28,19,0.0,4.2,6,20,11:00 AM,09:12 PM,06:37 AM,05:49 PM,18,26,26,24,26,54,72,1.3,1015,28,10,162,18,76019
2020-10-21,26,20,0.0,5.7,5,27,12:04 PM,10:09 PM,06:37 AM,05:48 PM,19,25,25,23,22,39,75,0.1,1016,26,10,173,15,76019
2020-10-22,29,22,0.0,8.7,7,35,01:01 PM,11:09 PM,06:38 AM,05:47 PM,18,27,27,25,28,16,67,0.0,1014,29,10,173,19,76019
2020-10-23,22,15,0.0,4.2,4,42,01:50 PM,No moonset,06:39 AM,05:46 PM,13,20,21,20,29,53,66,5.6,1017,22,10,282,21,76019
2020-10-24,21,13,0.0,4.1,4,49,02:31 PM,12:09 AM,06:40 AM,05:45 PM,7,16,16,16,13,64,55,0.0,1019,21,10,208,11,76019
2020-10-25,26,14,0.0,8.7,6,56,03:08 PM,01:09 AM,06:41 AM,05:44 PM,13,19,20,19,23,8,65,0.0,1011,26,10,163,17,76019
2020-10-26,21,9,0.0,4.1,4,64,03:40 PM,02:07 AM,06:41 AM,05:43 PM,13,15,17,15,24,98,83,10.9,1015,21,8,272,19,76019
2020-10-27,21,12,0.0,4.1,4,71,04:08 PM,03:03 AM,06:42 AM,05:42 PM,15,17,18,17,20,87,88,13.2,1014,21,9,75,15,76019
2020-10-28,16,10,0.0,4.1,3,78,04:36 PM,03:58 AM,06:43 AM,05:41 PM,11,12,14,12,26,83,85,3.3,1011,16,9,144,19,76019
2020-10-29,12,9,0.0,4.1,3,85,05:03 PM,04:52 AM,06:44 AM,05:40 PM,5,7,10,7,35,75,73,0.0,1016,12,10,319,27,76019
2020-10-30,21,8,0.0,8.7,5,93,05:30 PM,05:46 AM,06:45 AM,05:39 PM,5,13,14,13,10,2,56,0.0,1024,21,10,150,8,76019
2020-10-31,19,12,0.0,7.2,4,97,05:59 PM,06:40 AM,06:46 AM,05:38 PM,6,15,16,15,16,37,52,0.0,1021,19,10,172,13,76019
2020-11-01,18,14,0.0,8.7,4,89,06:31 PM,07:36 AM,06:47 AM,05:37 PM,3,16,16,16,20,23,44,0.0,1029,18,10,49,15,76019
2020-11-02,21,12,0.0,8.7,5,81,07:06 PM,08:32 AM,06:47 AM,05:36 PM,2,16,16,16,10,2,40,0.0,1031,21,10,136,9,76019
2020-11-03,22,13,0.0,7.2,4,74,07:47 PM,09:29 AM,06:48 AM,05:36 PM,5,17,17,17,22,16,45,0.0,1025,22,10,192,15,76019
2020-11-04,22,13,0.0,8.7,5,66,08:32 PM,10:25 AM,06:49 AM,05:35 PM,9,17,18,17,32,17,59,0.0,1023,22,10,183,20,76019
2020-11-05,25,15,0.0,8.7,6,58,09:24 PM,11:20 AM,06:50 AM,05:34 PM,13,20,20,20,26,4,67,0.0,1022,25,10,181,18,76019
2020-11-06,24,17,0.0,7.2,5,51,10:21 PM,12:11 PM,06:51 AM,05:33 PM,13,20,21,20,18,24,66,0.0,1020,24,10,144,13,76019
2020-11-07,25,17,0.0,8.7,6,43,11:23 PM,12:58 PM,06:52 AM,05:32 PM,13,21,21,21,14,3,61,0.0,1019,25,10,136,10,76019
2020-11-08,24,17,0.0,8.7,6,36,No moonrise,01:41 PM,06:53 AM,05:32 PM,14,20,21,20,23,9,70,0.0,1016,24,10,157,16,76019
2020-11-09,22,19,0.0,4.0,5,28,12:27 AM,02:19 PM,06:54 AM,05:31 PM,17,20,21,20,28,56,83,0.3,1013,22,10,170,19,76019
2020-11-10,24,20,0.0,8.7,5,21,01:33 AM,02:56 PM,06:55 AM,05:30 PM,7,21,21,21,21,29,49,0.0,1012,24,10,248,15,76019
2020-11-11,25,17,0.0,8.7,6,13,02:40 AM,03:31 PM,06:55 AM,05:30 PM,1,20,20,20,9,1,28,0.0,1016,25,10,103,7,76019
2020-11-12,25,14,0.0,8.7,5,6,03:48 AM,04:05 PM,06:56 AM,05:29 PM,6,19,19,19,17,14,43,0.0,1016,25,10,162,12,76019
2020-11-13,24,18,0.0,4.0,5,0,04:58 AM,04:42 PM,06:57 AM,05:28 PM,14,21,22,21,17,76,68,2.3,1018,24,10,123,12,76019
2020-11-14,25,20,0.0,4.0,5,0,06:10 AM,05:22 PM,06:58 AM,05:28 PM,17,23,23,22,31,74,71,2.8,1013,25,10,196,22,76019
2020-11-15,23,15,0.0,8.7,5,0,07:24 AM,06:06 PM,06:59 AM,05:27 PM,-6,18,19,18,19,0,20,0.0,1023,23,10,58,14,76019
2020-11-16,22,14,0.0,8.7,5,2,08:36 AM,06:56 PM,07:00 AM,05:27 PM,-2,17,18,17,11,0,27,0.0,1026,22,10,165,9,76019
2020-11-17,22,15,0.0,8.7,5,9,09:46 AM,07:53 PM,07:01 AM,05:26 PM,2,18,18,18,9,0,35,0.0,1029,22,10,158,8,76019
2020-11-18,20,13,0.0,8.7,5,17,10:49 AM,08:54 PM,07:02 AM,05:26 PM,6,16,17,16,23,0,51,0.0,1028,20,10,168,17,76019
2020-11-19,20,14,0.0,3.8,4,24,11:43 AM,09:56 PM,07:03 AM,05:25 PM,12,16,17,16,33,37,73,0.0,1025,20,10,187,22,76019
2020-11-20,24,16,0.0,8.7,6,32,12:29 PM,10:58 PM,07:04 AM,05:25 PM,14,19,20,19,26,9,74,0.0,1025,24,10,180,18,76019
2020-11-21,24,18,0.0,5.4,5,39,01:08 PM,11:59 PM,07:05 AM,05:24 PM,15,21,21,21,17,42,71,1.0,1024,24,10,181,12,76019
2020-11-22,20,16,0.0,5.4,4,47,01:42 PM,No moonset,07:05 AM,05:24 PM,14,19,19,19,16,66,72,1.1,1023,20,8,123,11,76019
2020-11-23,17,12,0.0,3.8,3,54,02:12 PM,12:56 AM,07:06 AM,05:24 PM,10,14,15,14,18,59,74,0.0,1023,17,10,109,14,76019
2020-11-24,22,15,0.0,3.8,4,62,02:39 PM,01:52 AM,07:07 AM,05:24 PM,14,18,19,18,36,84,80,3.6,1013,22,9,173,25,76019
2020-11-25,20,12,0.0,8.7,5,70,03:07 PM,02:46 AM,07:08 AM,05:23 PM,4,15,17,15,22,13,43,4.0,1015,20,10,283,16,76019
2020-11-26,21,13,0.0,8.7,5,77,03:34 PM,03:40 AM,07:09 AM,05:23 PM,6,16,17,16,18,3,50,0.0,1016,21,10,168,14,76019
2020-11-27,15,12,0.0,7.1,3,85,04:02 PM,04:34 AM,07:10 AM,05:23 PM,8,14,15,14,24,37,65,0.0,1019,15,10,162,18,76019
2020-11-28,12,2,0.0,3.8,2,92,04:32 PM,05:29 AM,07:11 AM,05:23 PM,6,8,10,8,23,90,70,21.1,1021,12,8,32,18,76019
2020-11-29,14,7,0.0,8.7,4,100,05:07 PM,06:25 AM,07:12 AM,05:23 PM,5,8,10,8,26,39,68,2.0,1020,14,10,321,20,76019
2020-11-30,10,4,0.0,8.7,3,100,05:46 PM,07:23 AM,07:13 AM,05:22 PM,-7,4,7,4,27,2,34,0.0,1029,10,10,333,21,76019
2020-12-01,12,5,0.0,7.1,2,89,06:30 PM,08:19 AM,07:13 AM,05:22 PM,-6,5,8,5,28,25,37,0.0,1021,12,10,188,20,76019
2020-12-02,10,6,0.0,7.1,2,82,07:20 PM,09:16 AM,07:14 AM,05:22 PM,2,5,8,5,34,37,66,0.1,1018,10,10,247,24,76019
2020-12-03,10,5,0.0,5.4,2,75,08:16 PM,10:08 AM,07:15 AM,05:22 PM,1,4,7,4,26,48,67,0.1,1022,10,10,317,19,76019
2020-12-04,14,6,0.0,8.7,4,67,09:16 PM,10:57 AM,07:16 AM,05:22 PM,1,8,10,8,14,5,56,0.0,1022,14,10,311,11,76019
2020-12-05,15,9,0.0,8.7,4,60,10:18 PM,11:41 AM,07:17 AM,05:22 PM,-2,12,12,12,6,26,39,0.1,1024,15,10,276,5,76019
2020-12-06,14,9,0.0,5.4,3,53,11:22 PM,12:20 PM,07:17 AM,05:22 PM,3,10,11,10,15,49,58,2.0,1020,14,9,302,12,76019
2020-12-07,18,11,0.0,8.7,4,46,No moonrise,12:56 PM,07:18 AM,05:22 PM,4,13,14,13,9,0,51,0.0,1023,18,10,295,8,76019
2020-12-08,23,13,0.0,8.7,5,38,12:26 AM,01:30 PM,07:19 AM,05:23 PM,2,17,17,17,9,1,38,0.0,1022,23,10,261,7,76019
2020-12-09,24,14,0.0,8.7,5,31,01:32 AM,02:03 PM,07:20 AM,05:23 PM,2,18,18,18,13,0,35,0.0,1020,24,10,229,9,76019
2020-12-10,21,14,0.0,8.7,5,24,02:38 AM,02:36 PM,07:21 AM,05:23 PM,5,16,17,16,28,1,46,0.0,1014,21,10,194,18,76019
2020-12-11,22,16,0.0,3.8,4,17,03:47 AM,03:13 PM,07:21 AM,05:23 PM,12,18,19,18,32,75,73,19.0,1010,22,9,228,23,76019
2020-12-12,14,8,0.0,8.7,4,9,04:57 AM,03:54 PM,07:22 AM,05:23 PM,1,10,12,10,16,6,50,0.0,1018,14,10,301,12,76019
2020-12-13,9,6,0.0,3.8,2,2,06:09 AM,04:40 PM,07:23 AM,05:24 PM,3,5,8,5,24,74,72,15.8,1019,9,8,160,18,76019
2020-12-14,12,3,0.0,8.7,3,0,07:21 AM,05:34 PM,07:23 AM,05:24 PM,-3,4,7,4,18,18,54,0.0,1025,12,10,191,14,76019
2020-12-15,12,6,0.0,5.4,2,0,08:28 AM,06:33 PM,07:24 AM,05:24 PM,3,5,8,5,26,59,73,0.0,1015,12,10,188,19,76019
2020-12-16,9,3,0.0,8.7,2,5,09:29 AM,07:37 PM,07:25 AM,05:25 PM,-0,3,6,3,18,40,63,0.1,1021,9,10,322,15,76019
2020-12-17,15,7,0.0,8.7,4,12,10:20 AM,08:41 PM,07:25 AM,05:25 PM,1,9,10,9,12,0,51,0.0,1023,15,10,203,10,76019
2020-12-18,14,7,0.0,5.4,3,20,11:03 AM,09:45 PM,07:26 AM,05:26 PM,4,7,10,7,35,57,68,0.0,1021,14,10,179,23,76019
2020-12-19,14,7,0.0,7.1,3,27,11:41 AM,10:45 PM,07:26 AM,05:26 PM,8,11,13,11,20,55,74,1.8,1020,14,10,276,15,76019
2020-12-20,17,10,0.0,8.7,4,34,12:12 PM,11:42 PM,07:27 AM,05:27 PM,3,13,13,13,10,0,52,0.0,1021,17,10,311,8,76019
2020-12-21,22,11,0.0,8.7,5,41,12:41 PM,No moonset,07:27 AM,05:27 PM,2,15,16,15,12,0,41,0.0,1021,22,10,223,9,76019
2020-12-22,18,11,0.0,7.1,3,49,01:09 PM,12:37 AM,07:28 AM,05:28 PM,6,13,14,13,28,49,60,0.0,1019,18,10,185,18,76019
2020-12-23,16,10,0.0,5.4,3,56,01:36 PM,01:32 AM,07:28 AM,05:28 PM,3,13,14,13,39,59,55,0.4,1016,16,10,278,27,76019
2020-12-24,13,5,0.0,8.7,3,63,02:03 PM,02:26 AM,07:29 AM,05:29 PM,-12,6,9,6,29,1,23,0.0,1025,13,10,309,22,76019
2020-12-25,18,10,0.0,8.7,4,70,02:33 PM,03:21 AM,07:29 AM,05:29 PM,-6,12,13,12,13,11,27,0.0,1024,18,10,254,9,76019
2020-12-26,17,10,0.0,8.7,4,78,03:06 PM,04:16 AM,07:29 AM,05:30 PM,-1,11,12,11,28,1,40,0.0,1019,17,10,192,19,76019
2020-12-27,20,12,0.0,8.7,5,85,03:43 PM,05:13 AM,07:30 AM,05:31 PM,6,14,15,14,37,2,57,0.0,1014,20,10,231,25,76019
2020-12-28,15,10,0.0,5.4,3,92,04:25 PM,06:11 AM,07:30 AM,05:31 PM,4,12,13,12,17,43,55,0.1,1023,15,10,62,13,76019
2020-12-29,16,12,0.0,3.8,4,100,05:14 PM,07:08 AM,07:30 AM,05:32 PM,11,14,15,14,33,81,79,1.2,1018,16,8,140,22,76019
2020-12-30,17,8,0.0,3.8,3,100,06:09 PM,08:03 AM,07:31 AM,05:33 PM,11,11,13,11,36,100,86,58.4,1013,17,7,94,25,76019
2020-12-31,7,1,0.0,3.8,2,89,07:09 PM,08:54 AM,07:31 AM,05:33 PM,5,2,6,2,35,100,89,60.6,1007,7,6,36,27,76019
